priorytet;rodzina;model_podpis;liczba_rekordow;status;kandydaci_id_model;proponowany_id_model;brakujace_pola_modelu;co_moge_wykonac_sam;czego_brakuje_od_ciebie;decyzja_uzytkownika;uwagi_uzytkownika
NISKI;KONICA MINOLTA;C 227;1;decyzja_duplikat;249(3/4) | 551(3/4);;PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;KONICA MINOLTA;C 235;1;jednoznaczny_niepelny;250(3/4);250;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=250 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 250: PLIK;;
NISKI;KONICA MINOLTA;C 3320;1;jednoznaczny_niepelny;258(3/4);258;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=258 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 258: PLIK;;
NISKI;KONICA MINOLTA;C 3350;1;jednoznaczny_niepelny;259(3/4);259;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=259 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 259: PLIK;;
NISKI;KONICA MINOLTA;C 452;1;jednoznaczny_niepelny;264(3/4);264;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=264 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 264: PLIK;;
NISKI;KONICA MINOLTA;DIALT DI 16XX;1;jednoznaczny_niepelny;265(2/4);265;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=265 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 265: KOLOR, PLIK;;
NISKI;KONICA MINOLTA;INEO+ 364;1;jednoznaczny_niepelny;76(3/4);76;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=76 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 76: PLIK;;
NISKI;KONICA MINOLTA;INEO+ 451;1;jednoznaczny_niepelny;77(3/4);77;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=77 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 77: PLIK;;
NISKI;KONICA MINOLTA;INEO+ 454E;1;jednoznaczny_niepelny;78(3/4);78;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=78 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 78: PLIK;;
NISKI;KONICA MINOLTA;MAGICOLOR 1690MF;1;jednoznaczny_niepelny;266(2/4);266;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=266 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 266: KOLOR, PLIK;;
NISKI;KYOCERA;1650;1;jednoznaczny_niepelny;272(2/4);272;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=272 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 272: RODZAJ, PLIK;;
NISKI;KYOCERA;2551ci;1;jednoznaczny_niepelny;511(2/4);511;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=511 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 511: RODZAJ, PLIK;;
NISKI;KYOCERA;2553ci;1;jednoznaczny_niepelny;30002518(2/4);30002518;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002518 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002518: RODZAJ, PLIK;;
NISKI;KYOCERA;301ci MFP;1;jednoznaczny_niepelny;521(3/4);521;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=521 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 521: PLIK;;
NISKI;KYOCERA;3262i;1;jednoznaczny_niepelny;522(3/4);522;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=522 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 522: PLIK;;
NISKI;KYOCERA;C 2525E;1;jednoznaczny_niepelny;273(2/4);273;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=273 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 273: RODZAJ, PLIK;;
NISKI;KYOCERA;FS 1035 MFP;1;jednoznaczny_niepelny;275(3/4);275;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=275 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 275: PLIK;;
NISKI;KYOCERA;M 2035;1;jednoznaczny_niepelny;278(3/4);278;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=278 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 278: PLIK;;
NISKI;KYOCERA;M 6235CI.;1;jednoznaczny_niepelny;270(2/4);270;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=270 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 270: RODZAJ, PLIK;;
NISKI;KYOCERA;P-C3562I;1;jednoznaczny_niepelny;527(3/4);527;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=527 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 527: PLIK;;
NISKI;KYOCERA;PA2100cx;1;jednoznaczny_niepelny;30002517(3/4);30002517;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002517 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002517: PLIK;;
NISKI;OCE;9300;1;jednoznaczny_niepelny;417(3/4);417;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=417 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 417: PLIK;;
NISKI;OCE;TDS 400;1;jednoznaczny_niepelny;419(2/4);419;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=419 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 419: KOLOR, PLIK;;
NISKI;OCE;VarioLink 3622C;1;jednoznaczny_niepelny;420(1/4);420;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=420 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 420: RODZAJ, KOLOR, PLIK;;
NISKI;RICOH;1022;1;jednoznaczny_niepelny;426(3/4);426;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=426 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 426: PLIK;;
NISKI;RICOH;1060;1;jednoznaczny_niepelny;298(3/4);298;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=298 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 298: PLIK;;
NISKI;RICOH;1224 C;1;jednoznaczny_niepelny;299(3/4);299;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=299 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 299: PLIK;;
NISKI;RICOH;127;1;jednoznaczny_niepelny;285(3/4);285;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=285 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 285: PLIK;;
NISKI;RICOH;1502;1;jednoznaczny_niepelny;138(3/4);138;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=138 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 138: PLIK;;
NISKI;RICOH;2015;1;jednoznaczny_niepelny;428(3/4);428;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=428 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 428: PLIK;;
NISKI;RICOH;213w;1;jednoznaczny_niepelny;433(3/4);433;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=433 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 433: PLIK;;
NISKI;RICOH;240;1;jednoznaczny_niepelny;435(3/4);435;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=435 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 435: PLIK;;
NISKI;RICOH;270;1;jednoznaczny_niepelny;436(3/4);436;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=436 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 436: PLIK;;
NISKI;RICOH;3045;1;jednoznaczny_niepelny;438(3/4);438;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=438 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 438: PLIK;;
NISKI;RICOH;3500 SF;1;jednoznaczny_niepelny;439(3/4);439;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=439 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 439: PLIK;;
NISKI;RICOH;3510;1;jednoznaczny_niepelny;307(3/4);307;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=307 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 307: PLIK;;
NISKI;RICOH;3600 DN;1;jednoznaczny_niepelny;440(2/4);440;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=440 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 440: RODZAJ, PLIK;;
NISKI;RICOH;377wx;1;jednoznaczny_niepelny;441(3/4);441;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=441 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 441: PLIK;;
NISKI;RICOH;410;1;jednoznaczny_niepelny;442(3/4);442;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=442 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 442: PLIK;;
NISKI;RICOH;4525;1;jednoznaczny_niepelny;308(3/4);308;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=308 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 308: PLIK;;
NISKI;RICOH;5210 S;1;jednoznaczny_niepelny;448(3/4);448;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=448 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 448: PLIK;;
NISKI;RICOH;6005 (1060);1;jednoznaczny_niepelny;311(3/4);311;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=311 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 311: PLIK;;
NISKI;RICOH;6613;1;jednoznaczny_niepelny;286(3/4);286;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=286 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 286: PLIK;;
NISKI;RICOH;AF222;1;jednoznaczny_niepelny;30002498(3/4);30002498;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002498 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002498: PLIK;;
NISKI;RICOH;C 232;1;jednoznaczny_niepelny;452(2/4);452;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=452 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 452: RODZAJ, PLIK;;
NISKI;RICOH;C 242;1;jednoznaczny_niepelny;453(2/4);453;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=453 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 453: RODZAJ, PLIK;;
NISKI;RICOH;C 5100s;1;jednoznaczny_niepelny;454(3/4);454;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=454 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 454: PLIK;;
NISKI;RICOH;DSC 224;1;jednoznaczny_niepelny;313(3/4);313;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=313 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 313: PLIK;;
NISKI;RICOH;DSM 516pf;1;jednoznaczny_niepelny;319(3/4);319;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=319 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 319: PLIK;;
NISKI;RICOH;DSM 616;1;jednoznaczny_niepelny;320(3/4);320;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=320 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 320: PLIK;;
NISKI;RICOH;IM 305;1;decyzja_duplikat;457(3/4) | 575(3/4);;RODZAJ;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;IM 370;1;decyzja_duplikat;459(4/4) | 577(4/4);;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;IM 4000;1;jednoznaczny_niepelny;30002521(2/4);30002521;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002521 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002521: RODZAJ, PLIK;;
NISKI;RICOH;IMC 3010;1;jednoznaczny_niepelny;30002519(2/4);30002519;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002519 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002519: RODZAJ, PLIK;;
NISKI;RICOH;IMC 320;1;jednoznaczny_niepelny;30002511(3/4);30002511;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002511 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002511: PLIK;;
NISKI;RICOH;IMC 5500lt;1;decyzja_duplikat;468(4/4) | 585(4/4);;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;IMC 8000;1;jednoznaczny_niepelny;30002516(3/4);30002516;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002516 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002516: PLIK;;
NISKI;RICOH;IS 2060;1;jednoznaczny_niepelny;201(3/4);201;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=201 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 201: PLIK;;
NISKI;RICOH;LANIER IS 2215;1;jednoznaczny_niepelny;202(2/4);202;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=202 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 202: KOLOR, PLIK;;
NISKI;RICOH;LANIER IS 2225;1;jednoznaczny_niepelny;203(2/4);203;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=203 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 203: KOLOR, PLIK;;
NISKI;RICOH;M 1350;1;jednoznaczny_niepelny;336(3/4);336;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=336 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 336: PLIK;;
NISKI;RICOH;MP 2051;1;jednoznaczny_niepelny;344(3/4);344;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=344 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 344: PLIK;;
NISKI;RICOH;MP 3500;1;jednoznaczny_niepelny;360(3/4);360;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=360 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 360: PLIK;;
NISKI;RICOH;MP 4001;1;jednoznaczny_niepelny;478(3/4);478;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=478 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 478: PLIK;;
NISKI;RICOH;MP 6054;1;decyzja_duplikat;486(4/4) | 596(4/4);;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 6500;1;jednoznaczny_niepelny;368(3/4);368;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=368 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 368: PLIK;;
NISKI;RICOH;MPC 406;1;decyzja_duplikat;495(4/4) | 606(4/4);;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MPC 4503 SP;1;jednoznaczny_niepelny;405(3/4);405;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=405 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 405: PLIK;;
NISKI;RICOH;MPC 7503;1;decyzja_duplikat;609(4/4) | 504(3/4);;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;Ricoh SP 8200;1;jednoznaczny_niepelny;406(2/4);406;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=406 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 406: KOLOR, PLIK;;
NISKI;RICOH;SG 2100n;1;jednoznaczny_niepelny;505(3/4);505;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=505 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 505: PLIK;;
NISKI;RICOH;SP 112;1;jednoznaczny_niepelny;506(3/4);506;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=506 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 506: PLIK;;
NISKI;RICOH;SP 5210 DN;1;jednoznaczny_niepelny;407(3/4);407;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=407 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 407: PLIK;;
NISKI;RICOH;SP C420DN;1;jednoznaczny_niepelny;409(3/4);409;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=409 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 409: PLIK;;
NISKI;RICOH;SP C811DN;1;jednoznaczny_niepelny;410(3/4);410;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=410 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 410: PLIK;;
NISKI;RICOH;SP1200SF;1;jednoznaczny_niepelny;411(3/4);411;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=411 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 411: PLIK;;
NISKI;RICOH;SPC 222 SF;1;jednoznaczny_niepelny;412(3/4);412;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=412 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 412: PLIK;;
NISKI;RICOH;SPC 231 SF;1;jednoznaczny_niepelny;413(3/4);413;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=413 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 413: PLIK;;
NISKI;RICOH;SPC 232 SF;1;jednoznaczny_niepelny;414(3/4);414;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=414 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 414: PLIK;;
NISKI;RICOH;SPC 430DN;1;jednoznaczny_niepelny;415(3/4);415;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=415 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 415: PLIK;;
NISKI;SAMSUNG;ML 1520;1;jednoznaczny_niepelny;507(2/4);507;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=507 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 507: KOLOR, PLIK;;
NISKI;SAMSUNG;ML-M4070FR;1;jednoznaczny_niepelny;508(2/4);508;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=508 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 508: KOLOR, PLIK;;
NISKI;SAMSUNG;SCX4521F;1;jednoznaczny_niepelny;509(3/4);509;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=509 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 509: PLIK;;
NISKI;TRIUMPH-ADLER;P-5531;1;jednoznaczny_niepelny;514(3/4);514;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=514 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 514: PLIK;;
NISKI;TRIUMPH-ADLER;T-2540;1;jednoznaczny_niepelny;30002492(2/4);30002492;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002492 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002492: RODZAJ, PLIK;;
NISKI;TRIUMPH-ADLER;TASK ALFA 3051i;1;jednoznaczny_niepelny;516(2/4);516;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=516 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 516: KOLOR, PLIK;;
NISKI;XEROX;3325;1;jednoznaczny_niepelny;531(3/4);531;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=531 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 531: PLIK;;
NISKI;XEROX;6204;1;jednoznaczny_niepelny;532(3/4);532;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=532 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 532: PLIK;;
