priorytet;rodzina;model_podpis;duplikaty_w_model;id_model_kandydaci;proponowany_id_model;score_proponowanego;braki_proponowanego;niespojnosc_rodzaj_kolor;grupa_proponowana;rodzaj_proponowany;kolor_proponowany;plik_proponowany;maszyna_lacznie;maszyna_bez_id_model;maszyna_z_id_model;magazyn_seryjny_lacznie;magazyn_seryjny_bez_id_model;status_mastera;co_moge_wykonac_sam;czego_brakuje_od_ciebie;decyzja_kanoniczny_id_model;uzupelnij_grupa;uzupelnij_rodzaj;uzupelnij_kolor;uzupelnij_plik;uwagi_uzytkownika
NISKI;RICOH;2020;1;431(3/4);431;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=431 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 431: PLIK;;;;;;
NISKI;RICOH;2022;1;432(3/4);432;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=432 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 432: PLIK;;;;;;
NISKI;RICOH;220;1;434(3/4);434;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=434 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 434: PLIK;;;;;;
NISKI;RICOH;2705;1;305(3/4);305;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=305 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 305: PLIK;;;;;;
NISKI;RICOH;3025;1;437(3/4);437;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=437 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 437: PLIK;;;;;;
NISKI;RICOH;5200s S;1;447(3/4);447;3/4;PLIK;;Druk;Urzadzenie wielofunkcyjne laserowe;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=447 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 447: PLIK;;;;;;
NISKI;RICOH;6002;1;309(3/4);309;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=309 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 309: PLIK;;;;;;
NISKI;RICOH;D 422;1;312(3/4);312;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=312 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 312: PLIK;;;;;;
NISKI;RICOH;IM 3000;2;536(3/4), 540(3/4);536;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: PLIK.;;;;;;
NISKI;RICOH;MP 2014D;1;343(3/4);343;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=343 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 343: PLIK;;;;;;
NISKI;RICOH;MP 2205;1;345(3/4);345;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=345 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 345: PLIK;;;;;;
NISKI;RICOH;MP 2352;3;587(4/4), 613(4/4), 346(3/4);587;4/4;;;Druk;Kserokopiarka cyfrowa A4;NIE;https://ksero-partner.com.pl/imgdev/R2555_3055.jpg;2;2;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow.;;;;;;
NISKI;RICOH;MP 2555Sp;1;373(4/4);373;4/4;;;Druk;Kserokopiarka cyfrowa A3;NIE;https://ksero-partner.com.pl/imgdev/R2555_3055.jpg;2;2;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;RICOH;MP 3002;1;471(3/4);471;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=471 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 471: PLIK;;;;;;
NISKI;RICOH;MP 4000B;1;204(3/4);204;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=204 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 204: PLIK;;;;;;
NISKI;RICOH;MP 402;1;481(4/4);481;4/4;;;Druk;Drukarka laserowa A4;NIE;https://ksero-partner.com.pl/imgdev/ran_ricoh_mp_301.png;2;2;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;RICOH;MP 4054SP;1;375(4/4);375;4/4;;;Druk;Kserokopiarka cyfrowa A3;NIE;https://ksero-partner.com.pl/imgdev/R2555_3055.jpg;2;2;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;RICOH;MP 5002;1;483(3/4);483;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=483 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 483: PLIK;;;;;;
NISKI;RICOH;MP 501SP;2;376(3/4), 30002514(2/4);376;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: PLIK.;;;;;;
NISKI;RICOH;MP 7001;1;369(3/4);369;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=369 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 369: PLIK;;;;;;
NISKI;RICOH;MP6055;1;30002500(3/4);30002500;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002500 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002500: PLIK;;;;;;
NISKI;RICOH;MPC 401;1;494(2/4);494;2/4;RODZAJ, PLIK;;Druk;;TAK;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=494 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 494: RODZAJ, PLIK;;;;;;
NISKI;RICOH;SP 5210 SR;1;408(3/4);408;3/4;PLIK;;Druk;Urzadzenie wielofunkcyjne laserowe;NIE;;2;2;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=408 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 408: PLIK;;;;;;
NISKI;TRIUMPH-ADLER;2506ci;1;512(4/4);512;4/4;;;Druk;urządzenie wielofunkcyjne;NIE;https://ksero-partner.com.pl/imgdev/utax-2506ci.jpg;2;2;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;BROTHER;DCP-L 5500 dn;1;7(1/4);7;1/4;RODZAJ, KOLOR, PLIK;;Druk;;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=7 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 7: RODZAJ, KOLOR, PLIK;;;;;;
NISKI;BROTHER;MFC-J6920DW;1;10(2/4);10;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=10 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 10: RODZAJ, PLIK;;;;;;
NISKI;BROTHER;MPF-8950DW;1;8(3/4);8;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=8 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 8: PLIK;;;;;;
NISKI;BROTHER;XYZ;1;9(1/4);9;1/4;RODZAJ, KOLOR, PLIK;;Druk;;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=9 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 9: RODZAJ, KOLOR, PLIK;;;;;;
NISKI;CANON;1643 i;1;30002493(2/4);30002493;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002493 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002493: RODZAJ, PLIK;;;;;;
NISKI;CANON;4025I;1;14(3/4);14;3/4;PLIK;;Druk;Kserokopiarka analogowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=14 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 14: PLIK;;;;;;
NISKI;CANON;4320D;1;15(3/4);15;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=15 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 15: PLIK;;;;;;
NISKI;CANON;C 250I;1;18(3/4);18;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=18 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 18: PLIK;;;;;;
NISKI;CANON;DR-G2110;1;546(3/4);546;3/4;PLIK;;Druk;Skaner;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=546 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 546: PLIK;;;;;;
NISKI;CANON;IPF 750;1;21(3/4);21;3/4;PLIK;;Druk;ploter;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=21 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 21: PLIK;;;;;;
NISKI;CANON;IPF 755;1;22(3/4);22;3/4;PLIK;;Druk;Urządzenie wielkoformatowe;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=22 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 22: PLIK;;;;;;
NISKI;CANON;IR 1020;1;25(3/4);25;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=25 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 25: PLIK;;;;;;
NISKI;CANON;IR 2022;1;30(3/4);30;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30: PLIK;;;;;;
NISKI;CANON;IR 2530;2;34(3/4), 553(3/4);34;3/4;PLIK;;Druk;Drukarka laserowa A3;NIE;;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: PLIK.;;;;;;
NISKI;CANON;IR 2870;1;36(3/4);36;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=36 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 36: PLIK;;;;;;
NISKI;CANON;IR 3235;1;38(3/4);38;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=38 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 38: PLIK;;;;;;
NISKI;CANON;IR 3245;1;39(3/4);39;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=39 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 39: PLIK;;;;;;
NISKI;CANON;IR 5000;1;41(3/4);41;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=41 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 41: PLIK;;;;;;
NISKI;CANON;IR ADV DX C 3720i;1;43(1/4);43;1/4;RODZAJ, KOLOR, PLIK;;Druk;;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=43 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 43: RODZAJ, KOLOR, PLIK;;;;;;
NISKI;CANON;IR ADVANCE 400I;1;44(3/4);44;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=44 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 44: PLIK;;;;;;
NISKI;CANON;IR ADVANCE C6255I;1;49(2/4);49;2/4;KOLOR, PLIK;;Druk;Kserokopiarka cyfrowa A3;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=49 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 49: KOLOR, PLIK;;;;;;
NISKI;CANON;IR C2280I;1;50(4/4);50;4/4;;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;https://ksero-partner.com.pl/imgdev/irc3225i.jpg;1;1;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;CANON;IRC 2380I;1;52(4/4);52;4/4;;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;https://ksero-partner.com.pl/imgdev/irc3225i.jpg;1;1;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;CANON;IRC3720i;2;53(3/4), 554(3/4);53;3/4;RODZAJ;;Druk;;TAK;https://ksero-partner.com.pl/imgdev/irc3225i.jpg;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: RODZAJ.;;;;;;
NISKI;CANON;ISENSYS LBP 6670DN;1;54(2/4);54;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=54 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 54: KOLOR, PLIK;;;;;;
NISKI;CANON;L- 160;1;55(2/4);55;2/4;KOLOR, PLIK;;Druk;Urzadzenie wielofunkcyjne laserowe;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=55 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 55: KOLOR, PLIK;;;;;;
NISKI;CANON;MF 229DW;1;56(2/4);56;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=56 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 56: RODZAJ, PLIK;;;;;;
NISKI;CANON;NP 612;2;57(1/4), 555(1/4);57;1/4;RODZAJ, KOLOR, PLIK;;Druk;;;;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: RODZAJ, KOLOR, PLIK.;;;;;;
NISKI;CANON;NP 6512;1;58(2/4);58;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=58 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 58: KOLOR, PLIK;;;;;;
NISKI;CANON;PC-D 320;1;59(2/4);59;2/4;KOLOR, PLIK;;Druk;Kserokopiarka cyfrowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=59 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 59: KOLOR, PLIK;;;;;;
NISKI;CANON;PIXMA MG5750;1;60(2/4);60;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=60 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 60: KOLOR, PLIK;;;;;;
NISKI;CANON;SF 330;1;61(3/4);61;3/4;PLIK;;Druk;Skaner;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=61 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 61: PLIK;;;;;;
NISKI;CANON;i-SENSYS MF754Cdw;2;62(2/4), 556(2/4);62;2/4;KOLOR, PLIK;;Druk;urządzenie wielofunkcyjne;;;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: KOLOR, PLIK.;;;;;;
NISKI;CANON;imagePROGRAF iPF670;1;64(2/4);64;2/4;KOLOR, PLIK;;Druk;ploter;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=64 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 64: KOLOR, PLIK;;;;;;
NISKI;EPSON;EB-U 05;1;81(3/4);81;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=81 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 81: PLIK;;;;;;
NISKI;EPSON;EH-TW 5650;1;82(3/4);82;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=82 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 82: PLIK;;;;;;
NISKI;EPSON;EPSONEB-U 42;1;83(2/4);83;2/4;KOLOR, PLIK;;Druk;Inne;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=83 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 83: KOLOR, PLIK;;;;;;
NISKI;EPSON;SC-T 5100;1;85(3/4);85;3/4;PLIK;;Druk;ploter- do rozliczeń;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=85 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 85: PLIK;;;;;;
NISKI;EPSON;SC-T5200D;1;86(3/4);86;3/4;PLIK;;Druk;Urządzenie wielkoformatowe;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=86 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 86: PLIK;;;;;;
NISKI;EPSON;WF-100W;1;88(3/4);88;3/4;PLIK;;Druk;Drukarka laserowa A4;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=88 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 88: PLIK;;;;;;
NISKI;EPSON;WF-5690;1;89(3/4);89;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=89 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 89: PLIK;;;;;;
NISKI;EPSON;WF-C579R;1;94(3/4);94;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=94 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 94: PLIK;;;;;;
NISKI;EPSON;WFC PRO 879 RD WF;2;100(2/4), 558(2/4);100;2/4;KOLOR, PLIK;;Druk;urządzenie wielofunkcyjne;;;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: KOLOR, PLIK.;;;;;;
NISKI;HP;1320;1;142(3/4);142;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=142 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 142: PLIK;;;;;;
NISKI;HP;2320;1;143(3/4);143;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=143 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 143: PLIK;;;;;;
NISKI;HP;3015;1;144(2/4);144;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=144 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 144: RODZAJ, PLIK;;;;;;
NISKI;HP;3545;1;145(3/4);145;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=145 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 145: PLIK;;;;;;
NISKI;HP;Color Laser 2600;1;147(2/4);147;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=147 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 147: KOLOR, PLIK;;;;;;
NISKI;HP;Color Laser CP3525dn;1;148(2/4);148;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=148 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 148: KOLOR, PLIK;;;;;;
NISKI;HP;DESIGNJET T1300ps;1;149(2/4);149;2/4;KOLOR, PLIK;;Druk;ploter;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=149 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 149: KOLOR, PLIK;;;;;;
NISKI;HP;Design Jet T3500;1;30002515(3/4);30002515;3/4;PLIK;;Druk;ploter;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002515 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002515: PLIK;;;;;;
NISKI;HP;DesignJet 750C+;1;150(2/4);150;2/4;KOLOR, PLIK;;Druk;ploter;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=150 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 150: KOLOR, PLIK;;;;;;
NISKI;HP;DesignJet T2300;1;30002510(2/4);30002510;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002510 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002510: RODZAJ, PLIK;;;;;;
NISKI;HP;DesignJet T525;1;424(1/4);424;1/4;RODZAJ, KOLOR, PLIK;;Druk;;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=424 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 424: RODZAJ, KOLOR, PLIK;;;;;;
NISKI;HP;E77830;1;152(3/4);152;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=152 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 152: PLIK;;;;;;
NISKI;HP;HP Designjet T525;1;154(2/4);154;2/4;KOLOR, PLIK;;Druk;ploter;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=154 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 154: KOLOR, PLIK;;;;;;
NISKI;HP;HP Designjet T730;1;156(2/4);156;2/4;KOLOR, PLIK;;Druk;ploter;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=156 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 156: KOLOR, PLIK;;;;;;
