priorytet;rodzina;model_podpis;liczba_rekordow_maszyna;przyklady_id_ewidencja_serial;kandydaci_id_model;proponowany_id_model;status_kandydata;brakujace_pola_modelu;co_moge_wykonac_sam;czego_brakuje_od_ciebie;decyzja_id_model;uwagi_uzytkownika
NISKI;KYOCERA;M 2040;2;6394:: || 7540::;269(2/4);269;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=269 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 269: RODZAJ, PLIK;;
NISKI;KYOCERA;M 3040I;2;4095:KP/2554:LSE5305428 || 6047::;279(3/4);279;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=279 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 279: PLIK;;
NISKI;KYOCERA;M3145idn;2;7581:KP/5026:R4W8501097 || 7582:KP/5027:R4W8500992;30002520(3/4);30002520;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002520 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002520: PLIK;;
NISKI;KYOCERA;P 5532;2;5211:KP/3021:R9j9601968 || 5212:KP/3020:R9J9601985;524(3/4);524;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=524 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 524: PLIK;;
NISKI;OCE;9400;2;3566:KP/oce9400: || 3859:obce5:;418(3/4);418;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=418 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 418: PLIK;;
NISKI;RICOH;2018;2;5155:*********:J9857302389 || 5996::;429(3/4);429;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=429 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 429: PLIK;;
NISKI;RICOH;201n;2;1428:KP/1179:C544M502973 || 2121:KP/1507:;430(3/4);430;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=430 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 430: PLIK;;
NISKI;RICOH;2020;2;1189:kp/1062: || 3126:KP/1974:;431(3/4);431;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=431 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 431: PLIK;;
NISKI;RICOH;2022;2;3576:KP/2260: || 3843:KP/2406:;432(3/4);432;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=432 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 432: PLIK;;
NISKI;RICOH;220;2;1321:KP/1126: || 1908:KP/1376:;434(3/4);434;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=434 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 434: PLIK;;
NISKI;RICOH;2705;2;154:KP/0126/06/2014: || 2527:KP/1891:L1272680089;305(3/4);305;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=305 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 305: PLIK;;
NISKI;RICOH;3025;2;473:KP/0426/07/2014:K8563900617 || 4022:urządzenie klienta:K8564704115;437(3/4);437;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=437 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 437: PLIK;;
NISKI;RICOH;5200s S;2;2803:KP/1907:S9059000062 || 3638:KP/2275:S9023804857;447(3/4);447;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=447 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 447: PLIK;;
NISKI;RICOH;6002;2;5227:KP/3034:W864J700025 || 5300:KP/3095\VM:W864J989017;309(3/4);309;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=309 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 309: PLIK;;
NISKI;RICOH;D 422;2;358:KP/0319/07/2014: || 718:KP/0662/07/2014:;312(3/4);312;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=312 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 312: PLIK;;
NISKI;RICOH;IM 3000;2;7082:KP/4564:4421R440012 || 7083:KP/4565:4421R440011;536(3/4) | 540(3/4);;decyzja_duplikat;PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 2014D;2;2681:KP/1835:G635MC31388 || 3665:KP/2296:G636M131222;343(3/4);343;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=343 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 343: PLIK;;
NISKI;RICOH;MP 2205;2;44:KP/0030/06/2014: || 5693::;345(3/4);345;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=345 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 345: PLIK;;
NISKI;RICOH;MP 2352;2;5236:KP/3043:W662K900760 || 5317:KP/3109:W663K700706;587(4/4) | 613(4/4) | 346(3/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 2555Sp;2;3503:KP/2250:C397P200567 || 3677:KP/2306:C397P500190;373(4/4);373;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=373 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MP 3002;2;4074:KP/2546:W502K700371 || 4076:KP/2544:W492K704344;471(3/4);471;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=471 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 471: PLIK;;
NISKI;RICOH;MP 4000B;2;3468:.....: || 3515:KP/2252:;204(3/4);204;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=204 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 204: PLIK;;
NISKI;RICOH;MP 402;2;4899:EKP/2744\REMOTE:Y176HB01708 || 4900:EKP/2745\EMAIL\REMOTE:Y177HA94831;481(4/4);481;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=481 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MP 4054SP;2;3241:KP/2006:G176JB00186 || 6858:KP/4343:G176JB00038;375(4/4);375;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=375 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MP 5002;2;3995:KP/2523:W534J200313 || 4064:KP/2540:W534J435034;483(3/4);483;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=483 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 483: PLIK;;
NISKI;RICOH;MP 501SP;2;4470:KP/2677:G987X846317 || 7342:KP/4796/BNP/FULL:5219PA02590;376(3/4) | 30002514(2/4);;decyzja_duplikat;PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 7001;2;3915:KP/2473:V7093300010 || 3985:KP/2514\VM:V7012600007;369(3/4);369;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=369 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 369: PLIK;;
NISKI;RICOH;MP6055;2;7393:KP/4846:C409P700077 || 7394:KP/4847/BNP/SRS/SmartIT:C407J800042;30002500(3/4);30002500;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002500 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002500: PLIK;;
NISKI;RICOH;MPC 401;2;5052:KP/2914\REMOTE:G076P900320 || 6965::;494(2/4);494;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=494 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 494: RODZAJ, PLIK;;
NISKI;RICOH;SP 5210 SR;2;2679:KP/1834:S9249400852 || 2776:KP/1867:S9214700014;408(3/4);408;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=408 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 408: PLIK;;
NISKI;TRIUMPH-ADLER;2506ci;2;4633:EKP/2615:VFL8X21767 || 4661:WEKP/2678:VFL8X22879;512(4/4);512;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=512 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;BROTHER;DCP-L 5500 dn;1;6550::;7(1/4);7;jednoznaczny_niepelny;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=7 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 7: RODZAJ, KOLOR, PLIK;;
NISKI;BROTHER;MFC-J6920DW;1;6726::;10(2/4);10;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=10 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 10: RODZAJ, PLIK;;
NISKI;BROTHER;MPF-8950DW;1;3890:urządzenie obce:;8(3/4);8;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=8 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 8: PLIK;;
NISKI;BROTHER;XYZ;1;6354::;9(1/4);9;jednoznaczny_niepelny;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=9 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 9: RODZAJ, KOLOR, PLIK;;
NISKI;CANON;1643 i;1;7253::;30002493(2/4);30002493;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002493 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002493: RODZAJ, PLIK;;
NISKI;CANON;4025I;1;317:KP/0278/07/2014:;14(3/4);14;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=14 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 14: PLIK;;
NISKI;CANON;4320D;1;2314:KP/1605:;15(3/4);15;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=15 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 15: PLIK;;
NISKI;CANON;C 250I;1;2309:KP/1269:QNW02276;18(3/4);18;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=18 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 18: PLIK;;
NISKI;CANON;DR-G2110;1;7131::;546(3/4);546;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=546 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 546: PLIK;;
NISKI;CANON;IPF 750;1;4116:KP/2562:;21(3/4);21;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=21 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 21: PLIK;;
NISKI;CANON;IPF 755;1;2347:KP/1611:;22(3/4);22;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=22 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 22: PLIK;;
NISKI;CANON;IR 1020;1;355:KP/0316/07/2014:;25(3/4);25;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=25 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 25: PLIK;;
NISKI;CANON;IR 2022;1;879:KP/0816/08/2014:;30(3/4);30;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30: PLIK;;
NISKI;CANON;IR 2530;1;6976::;34(3/4) | 553(3/4);;decyzja_duplikat;PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;CANON;IR 2870;1;319:KP/0280/07/2014:;36(3/4);36;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=36 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 36: PLIK;;
NISKI;CANON;IR 3235;1;2795:KP/1912:DGJ07946;38(3/4);38;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=38 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 38: PLIK;;
NISKI;CANON;IR 3245;1;243:KP/0210/06/2014:DHM04022;39(3/4);39;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=39 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 39: PLIK;;
NISKI;CANON;IR 5000;1;678:KP/0624/07/2014:;41(3/4);41;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=41 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 41: PLIK;;
NISKI;CANON;IR ADV DX C 3720i;1;6924::;43(1/4);43;jednoznaczny_niepelny;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=43 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 43: RODZAJ, KOLOR, PLIK;;
NISKI;CANON;IR ADVANCE 400I;1;1126:KP/1014:QLCO1945;44(3/4);44;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=44 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 44: PLIK;;
NISKI;CANON;IR ADVANCE C6255I;1;808:KP/0748/08/2014:;49(2/4);49;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=49 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 49: KOLOR, PLIK;;
NISKI;CANON;IR C2280I;1;870:KP/0807/08/2014:;50(4/4);50;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=50 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;CANON;IRC 2380I;1;2690:KP/1759:;52(4/4);52;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=52 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;CANON;IRC3720i;1;5546:KP/3320:22F09779;53(3/4) | 554(3/4);;decyzja_duplikat;RODZAJ;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;CANON;ISENSYS LBP 6670DN;1;1745:KP/1338:;54(2/4);54;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=54 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 54: KOLOR, PLIK;;
NISKI;CANON;L- 160;1;561:KP/0509/07/2014:CRY04866;55(2/4);55;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=55 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 55: KOLOR, PLIK;;
NISKI;CANON;MF 229DW;1;6535::;56(2/4);56;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=56 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 56: RODZAJ, PLIK;;
NISKI;CANON;NP 612;1;5275::;57(1/4) | 555(1/4);;decyzja_duplikat;RODZAJ, KOLOR, PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;CANON;NP 6512;1;4428:kp/2660:F138300;58(2/4);58;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=58 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 58: KOLOR, PLIK;;
NISKI;CANON;PC-D 320;1;2329:KP/1607:;59(2/4);59;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=59 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 59: KOLOR, PLIK;;
NISKI;CANON;PIXMA MG5750;1;5034:KP/wache:;60(2/4);60;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=60 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 60: KOLOR, PLIK;;
NISKI;CANON;SF 330;1;2281:EM8683B003AA:EM8683B003AA;61(3/4);61;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=61 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 61: PLIK;;
NISKI;CANON;i-SENSYS MF754Cdw;1;6915:KP/4409:KP/4409;62(2/4) | 556(2/4);;decyzja_duplikat;KOLOR, PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;CANON;imagePROGRAF iPF670;1;4466:KP/2675:BAKD1114;64(2/4);64;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=64 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 64: KOLOR, PLIK;;
NISKI;EPSON;EB-U 05;1;4261:KP/2620:X4H78101010;81(3/4);81;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=81 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 81: PLIK;;
NISKI;EPSON;EH-TW 5650;1;4262:KP/2621:X4QX8200719;82(3/4);82;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=82 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 82: PLIK;;
NISKI;EPSON;EPSONEB-U 42;1;5095:1e:X4JM9500903;83(2/4);83;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=83 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 83: KOLOR, PLIK;;
NISKI;EPSON;SC-T 5100;1;4667:rozliczenie:;85(3/4);85;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=85 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 85: PLIK;;
NISKI;EPSON;SC-T5200D;1;3896:KP/2455:URPE000651;86(3/4);86;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=86 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 86: PLIK;;
NISKI;EPSON;WF-100W;1;4559:KP/2706:WKJK000706;88(3/4);88;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=88 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 88: PLIK;;
NISKI;EPSON;WF-5690;1;3961:EKP/2484:UV4Y030125;89(3/4);89;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=89 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 89: PLIK;;
NISKI;EPSON;WF-C579R;1;6460:KP/4041:X576082892;94(3/4);94;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=94 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 94: PLIK;;
NISKI;EPSON;WFC PRO 879 RD WF;1;6659::;100(2/4) | 558(2/4);;decyzja_duplikat;KOLOR, PLIK;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;HP;1320;1;2881:1320:;142(3/4);142;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=142 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 142: PLIK;;
NISKI;HP;2320;1;2771:KP/1864:;143(3/4);143;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=143 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 143: PLIK;;
NISKI;HP;3015;1;6382::;144(2/4);144;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=144 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 144: RODZAJ, PLIK;;
NISKI;HP;3545;1;3217:HP 3545:;145(3/4);145;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=145 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 145: PLIK;;
NISKI;HP;Color Laser 2600;1;176:KP/0145/06/2014:;147(2/4);147;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=147 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 147: KOLOR, PLIK;;
NISKI;HP;Color Laser CP3525dn;1;3256:kp..:;148(2/4);148;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=148 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 148: KOLOR, PLIK;;
NISKI;HP;DESIGNJET T1300ps;1;5074:KP/2934:CN4CAKH008;149(2/4);149;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=149 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 149: KOLOR, PLIK;;
NISKI;HP;Design Jet T3500;1;7521:KP/4966:CN54K5H058;30002515(3/4);30002515;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002515 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002515: PLIK;;
NISKI;HP;DesignJet 750C+;1;5084:0000000:;150(2/4);150;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=150 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 150: KOLOR, PLIK;;
